NC_006583.3 chr1
NW_003726486.1 chrUn_JH373525
NW_003726489.1 chrUn_JH373526
NW_003726490.1 chrUn_JH373527
NW_003726491.1 chrUn_JH373528
NW_003726492.1 chrUn_JH373529
NW_003726493.1 chrUn_JH373530
NW_003726494.1 chrUn_JH373531
NW_003726495.1 chrUn_JH373532
NW_003726500.1 chrUn_JH373533
NW_003726501.1 chrUn_JH373534
NW_003726502.1 chrUn_JH373535
NW_003726503.1 chrUn_JH373536
NW_003726504.1 chrUn_JH373537
NW_003726507.1 chrUn_JH373538
NW_003726509.1 chrUn_JH373539
NW_003726510.1 chrUn_JH373540
NW_003726512.1 chrUn_JH373541
NW_003726513.1 chrUn_JH373542
NW_003726515.1 chrUn_JH373543
NW_003726516.1 chrUn_JH373544
NW_003726517.1 chrUn_JH373545
NW_003726518.1 chrUn_JH373546
NW_003726519.1 chrUn_JH373547
NW_003726521.1 chrUn_JH373548
NW_003726522.1 chrUn_JH373549
NW_003726523.1 chrUn_JH373550
NW_003726524.1 chrUn_JH373551
NW_003726525.1 chrUn_JH373552
NW_003726526.1 chrUn_JH373553
NW_003726527.1 chrUn_JH373554
NW_003726528.1 chrUn_JH373555
NW_003726530.1 chrUn_JH373556
NW_003726532.1 chrUn_JH373557
NW_003726533.1 chrUn_JH373558
NW_003726535.1 chrUn_JH373559
NW_003726536.1 chrUn_JH373560
NW_003726537.1 chrUn_JH373561
NW_003726538.1 chrUn_JH373562
NW_003726540.1 chrUn_JH373563
NW_003726541.1 chrUn_JH373564
NW_003726542.1 chrUn_JH373565
NW_003726543.1 chrUn_JH373566
NW_003726544.1 chrUn_JH373567
NW_003726545.1 chrUn_JH373568
NW_003726546.1 chrUn_JH373569
NW_003726548.1 chrUn_JH373570
NW_003726551.1 chrUn_JH373571
NW_003726552.1 chrUn_JH373572
NW_003726553.1 chrUn_JH373573
NW_003726556.1 chrUn_JH373574
NW_003726557.1 chrUn_JH373575
NW_003726558.1 chrUn_JH373576
NW_003726560.1 chrUn_JH373577
NW_003726561.1 chrUn_JH373578
NW_003726562.1 chrUn_JH373579
NW_003726563.1 chrUn_JH373580
NW_003726565.1 chrUn_JH373581
NW_003726566.1 chrUn_JH373582
NW_003726567.1 chrUn_JH373583
NW_003726568.1 chrUn_JH373584
NW_003726569.1 chrUn_JH373585
NW_003726570.1 chrUn_JH373586
NW_003726571.1 chrUn_JH373587
NW_003726572.1 chrUn_JH373588
NW_003726574.1 chrUn_JH373589
NW_003726575.1 chrUn_JH373590
NW_003726576.1 chrUn_JH373591
NW_003726577.1 chrUn_JH373592
NW_003726578.1 chrUn_JH373593
NW_003726580.1 chrUn_JH373594
NW_003726581.1 chrUn_JH373595
NW_003726582.1 chrUn_JH373596
NW_003726583.1 chrUn_JH373597
NW_003726585.1 chrUn_JH373598
NW_003726587.1 chrUn_JH373599
NW_003726588.1 chrUn_JH373600
NW_003726589.1 chrUn_JH373601
NW_003726590.1 chrUn_JH373602
NW_003726591.1 chrUn_JH373603
NW_003726593.1 chrUn_JH373604
NW_003726594.1 chrUn_JH373605
NW_003726596.1 chrUn_JH373606
NW_003726598.1 chrUn_JH373607
NW_003726599.1 chrUn_JH373608
NW_003726600.1 chrUn_JH373609
NW_003726601.1 chrUn_JH373610
NW_003726603.1 chrUn_JH373611
NW_003726604.1 chrUn_JH373612
NW_003726605.1 chrUn_JH373613
NW_003726606.1 chrUn_JH373614
NW_003726608.1 chrUn_JH373615
NW_003726609.1 chrUn_JH373616
NW_003726610.1 chrUn_JH373617
NW_003726611.1 chrUn_JH373618
NW_003726612.1 chrUn_JH373619
NW_003726614.1 chrUn_JH373620
NW_003726615.1 chrUn_JH373621
NW_003726616.1 chrUn_JH373622
NW_003726617.1 chrUn_JH373623
NW_003726620.1 chrUn_JH373624
NW_003726622.1 chrUn_JH373625
NW_003726623.1 chrUn_JH373626
NW_003726624.1 chrUn_JH373627
NW_003726625.1 chrUn_JH373628
NW_003726626.1 chrUn_JH373629
NW_003726628.1 chrUn_JH373630
NW_003726629.1 chrUn_JH373631
NW_003726630.1 chrUn_JH373632
NW_003726631.1 chrUn_JH373633
NW_003726633.1 chrUn_JH373634
NW_003726634.1 chrUn_JH373635
NW_003726635.1 chrUn_JH373636
NW_003726637.1 chrUn_JH373637
NW_003726638.1 chrUn_JH373638
NW_003726639.1 chrUn_JH373639
NW_003726640.1 chrUn_JH373640
NW_003726643.1 chrUn_JH373641
NW_003726644.1 chrUn_JH373642
NW_003726645.1 chrUn_JH373643
NW_003726647.1 chrUn_JH373644
NW_003726648.1 chrUn_JH373645
NW_003726649.1 chrUn_JH373646
NW_003726651.1 chrUn_JH373647
NW_003726652.1 chrUn_JH373648
NW_003726654.1 chrUn_JH373649
NW_003726656.1 chrUn_JH373650
NW_003726657.1 chrUn_JH373651
NW_003726658.1 chrUn_JH373652
NW_003726660.1 chrUn_JH373653
NW_003726661.1 chrUn_JH373654
NW_003726664.1 chrUn_JH373655
NW_003726666.1 chrUn_JH373656
NW_003726669.1 chrUn_JH373657
NW_003726670.1 chrUn_JH373658
NW_003726671.1 chrUn_JH373659
NW_003726672.1 chrUn_JH373660
NW_003726674.1 chrUn_JH373661
NW_003726675.1 chrUn_JH373662
NW_003726676.1 chrUn_JH373663
NW_003726677.1 chrUn_JH373664
NW_003726678.1 chrUn_JH373665
NW_003726679.1 chrUn_JH373666
NW_003726680.1 chrUn_JH373667
NW_003726681.1 chrUn_JH373668
NW_003726683.1 chrUn_JH373669
NW_003726684.1 chrUn_JH373670
NW_003726685.1 chrUn_JH373671
NW_003726687.1 chrUn_JH373672
NW_003726688.1 chrUn_JH373673
NW_003726689.1 chrUn_JH373674
NW_003726690.1 chrUn_JH373675
NW_003726691.1 chrUn_JH373676
NW_003726692.1 chrUn_JH373677
NW_003726696.1 chrUn_JH373678
NW_003726697.1 chrUn_JH373679
NW_003726698.1 chrUn_JH373680
NW_003726699.1 chrUn_JH373681
NW_003726700.1 chrUn_JH373682
NW_003726702.1 chrUn_JH373683
NW_003726703.1 chrUn_JH373684
NW_003726704.1 chrUn_JH373685
NW_003726705.1 chrUn_JH373686
NW_003726707.1 chrUn_JH373687
NW_003726708.1 chrUn_JH373688
NW_003726713.1 chrUn_JH373689
NW_003726714.1 chrUn_JH373690
NW_003726717.1 chrUn_JH373691
NW_003726718.1 chrUn_JH373692
NW_003726720.1 chrUn_JH373693
NW_003726725.1 chrUn_JH373694
NW_003726727.1 chrUn_JH373695
NW_003726731.1 chrUn_JH373696
NW_003726732.1 chrUn_JH373697
NW_003726733.1 chrUn_JH373698
NW_003726735.1 chrUn_JH373699
NW_003726736.1 chrUn_JH373700
NW_003726737.1 chrUn_JH373701
NW_003726738.1 chrUn_JH373702
NW_003726739.1 chrUn_JH373703
NW_003726740.1 chrUn_JH373704
NW_003726743.1 chrUn_JH373705
NW_003726744.1 chrUn_JH373706
NW_003726745.1 chrUn_JH373707
NW_003726749.1 chrUn_JH373708
NW_003726750.1 chrUn_JH373709
NW_003726752.1 chrUn_JH373710
NW_003726753.1 chrUn_JH373711
NW_003726756.1 chrUn_JH373712
NW_003726757.1 chrUn_JH373713
NW_003726759.1 chrUn_JH373714
NW_003726760.1 chrUn_JH373715
NW_003726761.1 chrUn_JH373716
NW_003726763.1 chrUn_JH373717
NW_003726767.1 chrUn_JH373718
NW_003726771.1 chrUn_JH373719
NW_003726775.1 chrUn_JH373720
NW_003726777.1 chrUn_JH373721
NW_003726779.1 chrUn_JH373722
NW_003726780.1 chrUn_JH373723
NW_003726781.1 chrUn_JH373724
NW_003726788.1 chrUn_JH373725
NW_003726789.1 chrUn_JH373726
NW_003726791.1 chrUn_JH373727
NW_003726793.1 chrUn_JH373728
NW_003726794.1 chrUn_JH373729
NW_003726795.1 chrUn_JH373730
NW_003726797.1 chrUn_JH373731
NW_003726798.1 chrUn_JH373732
NW_003726800.1 chrUn_JH373733
NW_003726801.1 chrUn_JH373734
NW_003726805.1 chrUn_JH373735
NW_003726806.1 chrUn_JH373736
NW_003726807.1 chrUn_JH373737
NW_003726809.1 chrUn_JH373738
NW_003726810.1 chrUn_JH373739
NW_003726811.1 chrUn_JH373740
NW_003726813.1 chrUn_JH373741
NW_003726815.1 chrUn_JH373742
NW_003726816.1 chrUn_JH373743
NW_003726817.1 chrUn_JH373744
NW_003726819.1 chrUn_JH373745
NW_003726823.1 chrUn_JH373746
NW_003726825.1 chrUn_JH373747
NW_003726827.1 chrUn_JH373748
NW_003726829.1 chrUn_JH373749
NW_003726831.1 chrUn_JH373750
NW_003726835.1 chrUn_JH373751
NW_003726837.1 chrUn_JH373752
NW_003726838.1 chrUn_JH373753
NW_003726839.1 chrUn_JH373754
NW_003726840.1 chrUn_JH373755
NW_003726842.1 chrUn_JH373756
NW_003726843.1 chrUn_JH373757
NW_003726844.1 chrUn_JH373758
NW_003726845.1 chrUn_JH373759
NW_003726846.1 chrUn_JH373760
NW_003726849.1 chrUn_JH373761
NW_003726851.1 chrUn_JH373762
NW_003726853.1 chrUn_JH373763
NW_003726854.1 chrUn_JH373764
NW_003726855.1 chrUn_JH373765
NW_003726860.1 chrUn_JH373766
NW_003726861.1 chrUn_JH373767
NW_003726863.1 chrUn_JH373768
NW_003726864.1 chrUn_JH373769
NW_003726866.1 chrUn_JH373770
NW_003726867.1 chrUn_JH373771
NW_003726868.1 chrUn_JH373772
NW_003726870.1 chrUn_JH373773
NW_003726871.1 chrUn_JH373774
NW_003726872.1 chrUn_JH373775
NW_003726873.1 chrUn_JH373776
NW_003726874.1 chrUn_JH373777
NW_003726875.1 chrUn_JH373778
NW_003726876.1 chrUn_JH373779
NW_003726877.1 chrUn_JH373780
NW_003726878.1 chrUn_JH373781
NW_003726879.1 chrUn_JH373782
NW_003726881.1 chrUn_JH373783
NW_003726882.1 chrUn_JH373784
NW_003726883.1 chrUn_JH373785
NW_003726884.1 chrUn_JH373786
NW_003726885.1 chrUn_JH373787
NW_003726888.1 chrUn_JH373788
NW_003726890.1 chrUn_JH373789
NW_003726892.1 chrUn_JH373790
NW_003726893.1 chrUn_JH373791
NW_003726894.1 chrUn_JH373792
NW_003726896.1 chrUn_JH373793
NW_003726897.1 chrUn_JH373794
NW_003726898.1 chrUn_JH373795
NW_003726899.1 chrUn_JH373796
NW_003726900.1 chrUn_JH373797
NW_003726902.1 chrUn_JH373798
NW_003726904.1 chrUn_JH373799
NW_003726905.1 chrUn_JH373800
NW_003726906.1 chrUn_JH373801
NW_003726908.1 chrUn_JH373802
NW_003726910.1 chrUn_JH373803
NW_003726911.1 chrUn_JH373804
NW_003726912.1 chrUn_JH373805
NW_003726913.1 chrUn_JH373806
NW_003726914.1 chrUn_JH373807
NW_003726915.1 chrUn_JH373808
NW_003726916.1 chrUn_JH373809
NW_003726917.1 chrUn_JH373810
NW_003726920.1 chrUn_JH373811
NW_003726921.1 chrUn_JH373812
NW_003726922.1 chrUn_JH373813
NW_003726925.1 chrUn_JH373814
NW_003726926.1 chrUn_JH373815
NW_003726929.1 chrUn_JH373816
NW_003726930.1 chrUn_JH373817
NW_003726931.1 chrUn_JH373818
NW_003726933.1 chrUn_JH373819
NW_003726934.1 chrUn_JH373820
NW_003726936.1 chrUn_JH373821
NW_003726945.1 chrUn_JH373822
NW_003726946.1 chrUn_JH373823
NW_003726950.1 chrUn_JH373824
NW_003726954.1 chrUn_JH373825
NW_003726956.1 chrUn_JH373826
NW_003726957.1 chrUn_JH373827
NW_003726958.1 chrUn_JH373828
NW_003726961.1 chrUn_JH373829
NW_003726966.1 chrUn_JH373830
NW_003726967.1 chrUn_JH373831
NW_003726968.1 chrUn_JH373832
NW_003726969.1 chrUn_JH373833
NW_003726970.1 chrUn_JH373834
NW_003726972.1 chrUn_JH373835
NW_003726976.1 chrUn_JH373836
NW_003726977.1 chrUn_JH373837
NW_003726978.1 chrUn_JH373838
NW_003726979.1 chrUn_JH373839
NW_003726982.1 chrUn_JH373840
NW_003726984.1 chrUn_JH373841
NW_003726987.1 chrUn_JH373842
NW_003726989.1 chrUn_JH373843
NW_003726990.1 chrUn_JH373844
NW_003726991.1 chrUn_JH373845
NW_003726994.1 chrUn_JH373846
NW_003726995.1 chrUn_JH373847
NW_003726997.1 chrUn_JH373848
NW_003726998.1 chrUn_JH373849
NW_003727000.1 chrUn_JH373850
NW_003727001.1 chrUn_JH373851
NW_003727005.1 chrUn_JH373852
NW_003727007.1 chrUn_JH373853
NW_003727008.1 chrUn_JH373854
NW_003727009.1 chrUn_JH373855
NW_003727010.1 chrUn_JH373856
NW_003727012.1 chrUn_JH373857
NW_003727015.1 chrUn_JH373858
NW_003727016.1 chrUn_JH373859
NW_003727017.1 chrUn_JH373860
NW_003727018.1 chrUn_JH373861
NW_003727019.1 chrUn_JH373862
NW_003727020.1 chrUn_JH373863
NW_003727023.1 chrUn_JH373864
NW_003727025.1 chrUn_JH373865
NW_003727026.1 chrUn_JH373866
NW_003727030.1 chrUn_JH373867
NW_003727032.1 chrUn_JH373868
NW_003727033.1 chrUn_JH373869
NW_003727035.1 chrUn_JH373870
NW_003727036.1 chrUn_JH373871
NW_003727037.1 chrUn_JH373872
NW_003727040.1 chrUn_JH373873
NW_003727041.1 chrUn_JH373874
NW_003727043.1 chrUn_JH373875
NW_003727044.1 chrUn_JH373876
NW_003727046.1 chrUn_JH373877
NW_003727048.1 chrUn_JH373878
NW_003727049.1 chrUn_JH373879
NW_003727052.1 chrUn_JH373880
NW_003727053.1 chrUn_JH373881
NW_003727054.1 chrUn_JH373882
NW_003727055.1 chrUn_JH373883
NW_003727056.1 chrUn_JH373884
NW_003727059.1 chrUn_JH373885
NW_003727063.1 chrUn_JH373886
NW_003727064.1 chrUn_JH373887
NW_003727065.1 chrUn_JH373888
NW_003727067.1 chrUn_JH373889
NW_003727068.1 chrUn_JH373890
NW_003727073.1 chrUn_JH373891
NW_003727077.1 chrUn_JH373892
NW_003727078.1 chrUn_JH373893
NW_003727080.1 chrUn_JH373894
NW_003727082.1 chrUn_JH373895
NW_003727083.1 chrUn_JH373896
NW_003727084.1 chrUn_JH373897
NW_003727085.1 chrUn_JH373898
NW_003727086.1 chrUn_JH373899
NW_003727088.1 chrUn_JH373900
NW_003727090.1 chrUn_JH373901
NW_003727092.1 chrUn_JH373902
NW_003727095.1 chrUn_JH373903
NW_003727097.1 chrUn_JH373904
NW_003727099.1 chrUn_JH373905
NW_003727100.1 chrUn_JH373906
NW_003727101.1 chrUn_JH373907
NW_003727102.1 chrUn_JH373908
NW_003727105.1 chrUn_JH373909
NW_003727106.1 chrUn_JH373910
NW_003727110.1 chrUn_JH373911
NW_003727111.1 chrUn_JH373912
NW_003727112.1 chrUn_JH373913
NW_003727113.1 chrUn_JH373914
NW_003727115.1 chrUn_JH373915
NW_003727118.1 chrUn_JH373916
NW_003727120.1 chrUn_JH373917
NW_003727121.1 chrUn_JH373918
NW_003727124.1 chrUn_JH373919
NW_003727125.1 chrUn_JH373920
NW_003727126.1 chrUn_JH373921
NW_003727129.1 chrUn_JH373922
NW_003727130.1 chrUn_JH373923
NW_003727131.1 chrUn_JH373924
NW_003727132.1 chrUn_JH373925
NW_003727135.1 chrUn_JH373926
NW_003727136.1 chrUn_JH373927
NW_003727137.1 chrUn_JH373928
NW_003727139.1 chrUn_JH373929
NW_003727141.1 chrUn_JH373930
NW_003727142.1 chrUn_JH373931
NW_003727143.1 chrUn_JH373932
NW_003727144.1 chrUn_JH373933
NW_003727145.1 chrUn_JH373934
NW_003727146.1 chrUn_JH373935
NW_003727147.1 chrUn_JH373936
NW_003727149.1 chrUn_JH373937
NW_003727150.1 chrUn_JH373938
NW_003727155.1 chrUn_JH373939
NW_003727156.1 chrUn_JH373940
NW_003727157.1 chrUn_JH373941
NW_003727158.1 chrUn_JH373942
NW_003727159.1 chrUn_JH373943
NW_003727160.1 chrUn_JH373944
NW_003727162.1 chrUn_JH373945
NW_003727167.1 chrUn_JH373946
NW_003727171.1 chrUn_JH373947
NW_003727172.1 chrUn_JH373948
NW_003727176.1 chrUn_JH373949
NW_003727179.1 chrUn_JH373950
NW_003727181.1 chrUn_JH373951
NW_003727182.1 chrUn_JH373952
NW_003727185.1 chrUn_JH373953
NW_003727188.1 chrUn_JH373954
NW_003727189.1 chrUn_JH373955
NW_003727191.1 chrUn_JH373956
NW_003727192.1 chrUn_JH373957
NW_003727193.1 chrUn_JH373958
NW_003727194.1 chrUn_JH373959
NW_003727195.1 chrUn_JH373960
NW_003727199.1 chrUn_JH373961
NW_003727201.1 chrUn_JH373962
NW_003727206.1 chrUn_JH373963
NW_003727207.1 chrUn_JH373964
NW_003727214.1 chrUn_JH373965
NW_003727216.1 chrUn_JH373966
NW_003727217.1 chrUn_JH373967
NW_003727219.1 chrUn_JH373968
NW_003727222.1 chrUn_JH373969
NW_003727223.1 chrUn_JH373970
NW_003727226.1 chrUn_JH373971
NW_003727228.1 chrUn_JH373972
NW_003727232.1 chrUn_JH373973
NW_003727233.1 chrUn_JH373974
NW_003727240.1 chrUn_JH373975
NW_003727242.1 chrUn_JH373976
NW_003727250.1 chrUn_JH373977
NW_003727252.1 chrUn_JH373978
NW_003727258.1 chrUn_JH373979
NW_003727260.1 chrUn_JH373980
NW_003727261.1 chrUn_JH373981
NW_003727262.1 chrUn_JH373982
NW_003727263.1 chrUn_JH373983
NW_003727269.1 chrUn_JH373984
NW_003727271.1 chrUn_JH373985
NW_003727273.1 chrUn_JH373986
NW_003727276.1 chrUn_JH373987
NW_003727278.1 chrUn_JH373988
NW_003727281.1 chrUn_JH373989
NW_003727284.1 chrUn_JH373990
NW_003727287.1 chrUn_JH373991
NW_003727288.1 chrUn_JH373992
NW_003727289.1 chrUn_JH373993
NW_003727290.1 chrUn_JH373994
NW_003727291.1 chrUn_JH373995
NW_003727297.1 chrUn_JH373996
NW_003727298.1 chrUn_JH373997
NW_003727300.1 chrUn_JH373998
NW_003727304.1 chrUn_JH373999
NW_003727305.1 chrUn_JH374000
NW_003727306.1 chrUn_JH374001
NW_003727317.1 chrUn_JH374002
NW_003727320.1 chrUn_JH374003
NW_003727321.1 chrUn_JH374004
NW_003727325.1 chrUn_JH374005
NW_003727327.1 chrUn_JH374006
NW_003727329.1 chrUn_JH374007
NW_003727331.1 chrUn_JH374008
NW_003727333.1 chrUn_JH374009
NW_003727340.1 chrUn_JH374010
NW_003727343.1 chrUn_JH374011
NW_003727345.1 chrUn_JH374012
NW_003727346.1 chrUn_JH374013
NW_003727347.1 chrUn_JH374014
NW_003727348.1 chrUn_JH374015
NW_003727349.1 chrUn_JH374016
NW_003727353.1 chrUn_JH374017
NW_003727355.1 chrUn_JH374018
NW_003727360.1 chrUn_JH374019
NW_003727366.1 chrUn_JH374020
NW_003727367.1 chrUn_JH374021
NW_003727388.1 chrUn_JH374022
NW_003727393.1 chrUn_JH374023
NW_003727401.1 chrUn_JH374024
NW_003727403.1 chrUn_JH374025
NW_003727404.1 chrUn_JH374026
NW_003727405.1 chrUn_JH374027
NW_003727406.1 chrUn_JH374028
NW_003727413.1 chrUn_JH374029
NW_003727414.1 chrUn_JH374030
NW_003727426.1 chrUn_JH374031
NW_003727429.1 chrUn_JH374032
NW_003727433.1 chrUn_JH374033
NW_003727438.1 chrUn_JH374034
NW_003727443.1 chrUn_JH374035
NW_003727445.1 chrUn_JH374036
NW_003727446.1 chrUn_JH374037
NW_003727450.1 chrUn_JH374038
NW_003727451.1 chrUn_JH374039
NW_003727461.1 chrUn_JH374040
NW_003727463.1 chrUn_JH374041
NW_003727464.1 chrUn_JH374042
NW_003727467.1 chrUn_JH374043
NW_003727468.1 chrUn_JH374044
NW_003727469.1 chrUn_JH374045
NW_003727470.1 chrUn_JH374046
NW_003727472.1 chrUn_JH374047
NW_003727473.1 chrUn_JH374048
NW_003727484.1 chrUn_JH374049
NW_003727488.1 chrUn_JH374050
NW_003727490.1 chrUn_JH374051
NW_003727492.1 chrUn_JH374052
NW_003727496.1 chrUn_JH374053
NW_003727497.1 chrUn_JH374054
NW_003727499.1 chrUn_JH374055
NW_003727500.1 chrUn_JH374056
NW_003727505.1 chrUn_JH374057
NW_003727507.1 chrUn_JH374058
NW_003727509.1 chrUn_JH374059
NW_003727510.1 chrUn_JH374060
NW_003727515.1 chrUn_JH374061
NW_003727517.1 chrUn_JH374062
NW_003727520.1 chrUn_JH374063
NW_003727523.1 chrUn_JH374064
NW_003727530.1 chrUn_JH374065
NW_003727534.1 chrUn_JH374066
NW_003727536.1 chrUn_JH374067
NW_003727540.1 chrUn_JH374068
NW_003727545.1 chrUn_JH374069
NW_003727550.1 chrUn_JH374070
NW_003727551.1 chrUn_JH374071
NW_003727557.1 chrUn_JH374072
NW_003727566.1 chrUn_JH374073
NW_003727569.1 chrUn_JH374074
NW_003727572.1 chrUn_JH374075
NW_003727579.1 chrUn_JH374076
NW_003727582.1 chrUn_JH374077
NW_003727586.1 chrUn_JH374078
NW_003727601.1 chrUn_JH374079
NW_003727608.1 chrUn_JH374080
NW_003727611.1 chrUn_JH374081
NW_003727614.1 chrUn_JH374082
NW_003727618.1 chrUn_JH374083
NW_003727620.1 chrUn_JH374084
NW_003727621.1 chrUn_JH374085
NW_003727629.1 chrUn_JH374086
NW_003727630.1 chrUn_JH374087
NW_003727632.1 chrUn_JH374088
NW_003727634.1 chrUn_JH374089
NW_003727644.1 chrUn_JH374090
NW_003727647.1 chrUn_JH374091
NW_003727648.1 chrUn_JH374092
NW_003727659.1 chrUn_JH374093
NW_003727660.1 chrUn_JH374094
NW_003727664.1 chrUn_JH374095
NW_003727670.1 chrUn_JH374096
NW_003727672.1 chrUn_JH374097
NW_003727674.1 chrUn_JH374098
NW_003727682.1 chrUn_JH374099
NW_003727683.1 chrUn_JH374100
NW_003727690.1 chrUn_JH374101
NW_003727699.1 chrUn_JH374102
NW_003727703.1 chrUn_JH374103
NW_003727707.1 chrUn_JH374104
NW_003727709.1 chrUn_JH374105
NW_003727710.1 chrUn_JH374106
NW_003727718.1 chrUn_JH374107
NW_003727724.1 chrUn_JH374108
NW_003727731.1 chrUn_JH374109
NW_003727736.1 chrUn_JH374110
NW_003727744.1 chrUn_JH374111
NW_003727749.1 chrUn_JH374112
NW_003727766.1 chrUn_JH374113
NW_003727770.1 chrUn_JH374114
NW_003727776.1 chrUn_JH374115
NW_003727777.1 chrUn_JH374116
NW_003727778.1 chrUn_JH374117
NW_003727785.1 chrUn_JH374118
NW_003727792.1 chrUn_JH374119
NW_003727794.1 chrUn_JH374120
NW_003727811.1 chrUn_JH374121
NW_003727816.1 chrUn_JH374122
NW_003727820.1 chrUn_JH374123
NW_003727831.1 chrUn_JH374124
NW_003727833.1 chrUn_JH374125
NW_003727857.1 chrUn_JH374126
NW_003727870.1 chrUn_JH374127
NW_003727891.1 chrUn_JH374128
NW_003727921.1 chrUn_JH374129
NW_003727927.1 chrUn_JH374130
NW_003727933.1 chrUn_JH374131
NW_003727941.1 chrUn_JH374132
NW_003727943.1 chrUn_JH374133
NW_003727954.1 chrUn_JH374134
NW_003727958.1 chrUn_JH374135
NW_003727959.1 chrUn_JH374136
NW_003727967.1 chrUn_JH374137
NW_003727976.1 chrUn_JH374138
NW_003727979.1 chrUn_JH374139
NW_003727980.1 chrUn_JH374140
NW_003727985.1 chrUn_JH374141
NW_003727988.1 chrUn_JH374142
NW_003728020.1 chrUn_JH374143
NW_003728022.1 chrUn_JH374144
NW_003728045.1 chrUn_JH374145
NW_003728055.1 chrUn_JH374146
NW_003728059.1 chrUn_JH374147
NW_003728060.1 chrUn_JH374148
NW_003728084.1 chrUn_JH374149
NW_003728157.1 chrUn_JH374150
NW_003728167.1 chrUn_JH374151
NW_003728180.1 chrUn_JH374152
NW_003728186.1 chrUn_JH374153
NW_003728187.1 chrUn_JH374154
NW_003728208.1 chrUn_JH374155
NW_003728209.1 chrUn_JH374156
NW_003728240.1 chrUn_JH374157
NW_003728255.1 chrUn_JH374158
NW_003728288.1 chrUn_JH374159
NW_003728305.1 chrUn_JH374160
NW_003728312.1 chrUn_JH374161
NW_003728327.1 chrUn_JH374162
NW_003728328.1 chrUn_JH374163
NW_003728331.1 chrUn_JH374164
NW_003728358.1 chrUn_JH374165
NW_003728359.1 chrUn_JH374166
NW_003728365.1 chrUn_JH374167
NW_003728381.1 chrUn_JH374168
NW_003728382.1 chrUn_JH374169
NW_003728408.1 chrUn_JH374170
NW_003728419.1 chrUn_JH374171
NW_003728458.1 chrUn_JH374172
NW_003728487.1 chrUn_JH374173
NW_003728488.1 chrUn_JH374174
NW_003728503.1 chrUn_JH374175
NW_003728514.1 chrUn_JH374176
NW_003728519.1 chrUn_JH374177
NW_003728529.1 chrUn_JH374178
NW_003728543.1 chrUn_JH374179
NW_003728595.1 chrUn_JH374180
NW_003728664.1 chrUn_JH374181
NW_003728670.1 chrUn_JH374182
NW_003728686.1 chrUn_JH374183
NW_003728698.1 chrUn_JH374184
NW_003728795.1 chrUn_JH374185
NW_003728810.1 chrUn_JH374186
NW_003728823.1 chrUn_JH374187
NW_003728833.1 chrUn_JH374188
NW_003728912.1 chrUn_JH374189
NW_003728936.1 chrUn_JH374190
NW_003728958.1 chrUn_JH374191
NW_003728994.1 chrUn_JH374192
NW_003729076.1 chrUn_JH374193
NC_002008.4 chrM
